ball_mass_kg,barrel_angle_deg,anchor_angle_deg,buoy_draft_m,swing_radius_m,feasible
2090,4.91269954670202,16.7142102507499,0.951158987013289,18.5701168422967,0
2100,4.88036350071239,16.6603216523247,0.953763751804326,18.5676525051754,0
2110,4.84828995582564,16.6062248098761,0.956368608191152,18.5651962629924,0
2120,4.81647575148013,16.551917892734,0.958973555923891,18.5627477899299,0
2130,4.7849177772247,16.4973990599143,0.961578594761336,18.5603067621541,0
2140,4.75361297173805,16.442666459836,0.964183724470779,18.5578728577421,0
2150,4.72255832187086,16.3877182300405,0.966788944827832,18.5554457566091,0
2160,4.69175086170999,16.3325524969112,0.969394255616266,18.5530251404374,0
2170,4.66118767166428,16.277167375394,0.971999656627851,18.5506106926048,0
2180,4.63086587757118,16.2215609687181,0.9746051476622,18.5482020981154,0
2190,4.60078264982389,16.1657313681181,0.977210728526616,18.5457990435297,0
2200,4.57093520251833,16.1096766525543,0.97981639903595,18.5434012168965,0
2210,4.54132079261942,16.0533948884358,0.982422159012458,18.5410083076852,0
2220,4.51193671914625,15.9968841293417,0.985028008285664,18.5386200067185,1
2230,4.48278032237558,15.9401424157425,0.987633946692226,18.5362360061062,1
2240,4.4538489830632,15.8831677747228,0.990239974075809,18.5338559991796,1
2250,4.42514012168273,15.8259582197017,0.992846090286962,18.531479680426,1
2260,4.39665119768139,15.7685117501542,0.995452295182993,18.5291067454243,1
2270,4.36837970875222,15.7108263513316,0.998058588627857,18.5267368907811,1
2280,4.34032319012254,15.6528999939814,1.00066497049204,18.5243698140672,1
2290,4.31247921385798,15.5947306340661,1.00327144065245,18.5220052137547,1
2300,4.2848453881819,15.5363162124825,1.0058779989923,18.5196427891543,1
2310,4.25741935680962,15.4776546547783,1.00848464540105,18.5172822403535,1
2320,4.23019879829732,15.4187438708691,1.01109137977423,18.5149232681549,1
2330,4.20318142540496,15.3595817547538,1.01369820201341,18.5125655740153,1
2340,4.17636498447312,15.3001661842287,1.0163051120261,18.5102088599842,1
2350,4.14974725481328,15.2404950206014,1.01891210972562,18.5078528286444,1
2360,4.12332604811117,15.1805661084003,1.02151919503104,18.505497183051,1
2370,4.09709920784306,15.1203772750869,1.0241263678671,18.5031416266722,1
2380,4.07106460870435,15.0599263307639,1.02673362816414,18.5007858633296,1
2390,4.04522015605055,14.9992110678816,1.02934097585796,18.4984295971387,1
2400,4.01956378534998,14.9382292609433,1.03194841088983,18.4960725324508,1
2410,3.99409346164814,14.8769786662102,1.03455593320635,18.493714373793,1
2420,3.96880717904335,14.8154570214,1.03716354275942,18.4913548258109,1
2430,3.94370296017346,14.75366204539,1.03977123950613,18.4889935932094,1
2440,3.91877885571329,14.6915914379111,1.04237902340874,18.486630380695,1
2450,3.8940329438826,14.6292428792467,1.04498689443459,18.4842648929173,1
2460,3.86946332996426,14.5666140299223,1.04759485255604,18.4818968344117,1
2470,3.84506814583253,14.503702530398,1.05020289775042,18.4795259095408,1
2480,3.82084554949095,14.4405060007577,1.05281102999996,18.4771518224371,1
2490,3.79679372461993,14.3770220403931,1.05541924929176,18.4747742769453,1
2500,3.77291088013349,14.3132482276866,1.05802755561768,18.4723929765646,1
2510,3.74919524974522,14.249182119695,1.06063594897437,18.4700076243905,1
2520,3.72564509154299,14.1848212518223,1.06324442936317,18.4676179230581,1
2530,3.7022586875724,14.1201631374998,1.06585299679005,18.4652235746836,1
2540,3.67903434342866,14.0552052678543,1.06846165126562,18.4628242808069,1
2550,3.6559703878567,13.9899451113774,1.07107039280503,18.4604197423338,1
2560,3.63306517235942,13.9243801135949,1.07367922142798,18.4580096594777,1
2570,3.61031707081371,13.8585076967231,1.07628813715862,18.4555937317022,1
2580,3.58772447909428,13.7923252593347,1.07889714002556,18.4531716576625,1
2590,3.5652858147049,13.7258301760097,1.08150623006184,18.4507431351474,1
2600,3.54299951641706,13.6590197969905,1.08411540730484,18.4483078610203,1
2610,3.52086404391575,13.5918914478315,1.08672467179631,18.4458655311611,1
2620,3.49887787745231,13.5244424290414,1.0893340235823,18.4434158404071,1
2630,3.47703951750406,13.4566700157276,1.09194346271314,18.4409584824939,1
2640,3.45534748444066,13.3885714572331,1.09455298924341,18.4384931499959,1
2650,3.43380031819703,13.320143976769,1.09716260323192,18.4360195342671,1
2660,3.41239657795259,13.2513847710471,1.09977230474169,18.4335373253805,1
2670,3.39113484181687,13.1822910099043,1.10238209383991,18.4310462120682,1
2680,3.37001370652106,13.1128598359235,1.1049919705979,18.428545881661,1
2690,3.34903178711571,13.0430883640523,1.10760193509116,18.426036020027,1
2700,3.32818771667415,12.9729736812154,1.11021198739926,18.4235163115108,1
2710,3.30748014600161,12.9025128459247,1.11282212760591,18.4209864388711,1
2720,3.28690774335002,12.8317028878811,1.11543235579885,18.418446083219,1
2730,3.26646919413815,12.7605408075745,1.11804267206992,18.4158949239555,1
2740,3.2461632006772,12.6890235758803,1.12065307651499,18.4133326387079,1
2750,3.22598848190147,12.6171481336488,1.12326356923397,18.4107589032667,1
2760,3.20594377310425,12.5449113912882,1.1258741503308,18.4081733915213,1
2770,3.18602782567867,12.4723102283468,1.12848481991342,18.4055757753956,1
2780,3.1662394068634,12.3993414930884,1.13109557809378,18.4029657247825,1
2790,3.14657729949316,12.3260020020593,1.13370642498784,18.4003429074784,1
2800,3.12704030175387,12.2522885396553,1.13631736071551,18.3977069891168,1
2810,3.1076272269424,12.1781978576802,1.13892838540073,18.3950576331013,1
2820,3.08833690323079,12.1037266748994,1.14153949917137,18.3923945005379,1
2830,3.06916817343484,12.0288716765864,1.14415070215931,18.3897172501668,1
2840,3.05011989478694,11.9536295140674,1.14676199450039,18.3870255382934,1
2850,3.03119093871318,11.8779968042565,1.14937337633441,18.3843190187184,1
2860,3.01238019061447,11.8019701291861,1.15198484780515,18.3815973426675,1
2870,2.99368654965173,11.7255460355325,1.15459640906035,18.3788601587201,1
2880,2.975108928535,11.6487210341326,1.15720806025174,18.3761071127373,1
2890,2.95664625331636,11.5714915994976,1.159819801535,18.3733378477888,1
2900,2.93829746318665,11.493854169319,1.16243163306982,18.3705520040795,1
2910,2.92006151027587,11.415805143966,1.16504355501984,18.3677492188745,1
2920,2.90193735945718,11.3373408859811,1.16765556755271,18.3649291264239,1
2930,2.88392398815443,11.2584577195646,1.17026767084008,18.3620913578864,1
2940,2.86602038615313,11.179151930053,1.17287986505759,18.3592355412514,1
2950,2.84822555541486,11.0994197633949,1.17549215038491,18.3563613012612,1
2960,2.83053850989496,11.0192574256125,1.1781045270057,18.3534682593313,1
2970,2.81295827536344,10.9386610822628,1.18071699510771,18.3505560334696,1
2980,2.79548388922913,10.8576268578875,1.18332955488269,18.3476242381955,1
2990,2.77811440036692,10.7761508354557,1.18594220652648,18.3446724844569,1
3000,2.76084886894799,10.6942290558031,1.18855495023896,18.3417003795462,1
